Valuation Date,Term Structure,Base Currency,Term Currency,Option Class,Call/Put,Spot,Strike Price,Barrier1,Barrier2,Days,Expiry Date,Delivery Date,Price Mid,Delta,Gamma,Vega,Theta,Rho,Price Bid,Price Offer,ID,mini
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,33,20-Dec-11,20-Dec-11,0.2275,-7.735,1.9546,0.02813,-0.00687,0.00429,0.2075,0.2475,EURUSD_122,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,34,21-Dec-11,21-Dec-11,0.2325,-7.8003,1.9047,0.0283,-0.00672,0.00444,0.2125,0.2525,EURUSD_123,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,35,22-Dec-11,22-Dec-11,0.2375,-7.8582,1.8561,0.02844,-0.00657,0.00458,0.2175,0.2575,EURUSD_124,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,36,23-Dec-11,23-Dec-11,0.245,-7.9087,1.8092,0.02857,-0.00643,0.00472,0.225,0.265,EURUSD_125,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,37,24-Dec-11,24-Dec-11,0.245,-7.9198,1.7978,0.02889,-0.00626,0.00486,0.225,0.265,EURUSD_126,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,38,25-Dec-11,25-Dec-11,0.25,-7.9489,1.7674,0.02908,-0.00611,0.005,0.23,0.27,EURUSD_127,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,39,26-Dec-11,26-Dec-11,0.2525,-7.9783,1.7341,0.02923,-0.00598,0.00514,0.2325,0.2725,EURUSD_128,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,40,27-Dec-11,27-Dec-11,0.2575,-8.0046,1.7019,0.02937,-0.00584,0.00527,0.2375,0.2775,EURUSD_129,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,41,28-Dec-11,28-Dec-11,0.2625,-8.0357,1.6597,0.02941,-0.00572,0.0054,0.2425,0.2825,EURUSD_130,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,42,29-Dec-11,29-Dec-11,0.2675,-8.062,1.6191,0.02945,-0.0056,0.00552,0.2475,0.2875,EURUSD_131,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,43,30-Dec-11,30-Dec-11,0.2725,-8.0843,1.5798,0.02947,-0.00548,0.00563,0.2525,0.2925,EURUSD_132,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,44,31-Dec-11,31-Dec-11,0.2725,-8.0888,1.5701,0.02972,-0.00536,0.00577,0.2525,0.2925,EURUSD_133,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,45,01-Jan-12,01-Jan-12,0.275,-8.1005,1.5452,0.02984,-0.00524,0.00589,0.255,0.295,EURUSD_134,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,46,02-Jan-12,02-Jan-12,0.28,-8.1121,1.5175,0.02991,-0.00513,0.00601,0.26,0.3,EURUSD_135,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,47,03-Jan-12,03-Jan-12,0.285,-8.1249,1.4819,0.0299,-0.00503,0.00612,0.265,0.305,EURUSD_136,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,48,04-Jan-12,04-Jan-12,0.29,-8.1348,1.4473,0.02987,-0.00493,0.00623,0.27,0.31,EURUSD_137,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,49,05-Jan-12,05-Jan-12,0.2925,-8.1419,1.4139,0.02984,-0.00483,0.00633,0.2725,0.3125,EURUSD_138,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,50,06-Jan-12,06-Jan-12,0.2975,-8.1466,1.3816,0.0298,-0.00473,0.00643,0.2775,0.3175,EURUSD_139,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,51,07-Jan-12,07-Jan-12,0.2975,-8.1469,1.374,0.03001,-0.00464,0.00656,0.2775,0.3175,EURUSD_140,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,52,08-Jan-12,08-Jan-12,0.3025,-8.1482,1.352,0.03006,-0.00455,0.00666,0.2825,0.3225,EURUSD_141,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,53,09-Jan-12,09-Jan-12,0.305,-8.1487,1.3219,0.03,-0.00446,0.00675,0.285,0.325,EURUSD_142,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,54,10-Jan-12,10-Jan-12,0.31,-8.1472,1.2928,0.02994,-0.00437,0.00684,0.29,0.33,EURUSD_143,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,55,11-Jan-12,11-Jan-12,0.3125,-8.1441,1.2648,0.02988,-0.00429,0.00693,0.2925,0.3325,EURUSD_144,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,56,12-Jan-12,12-Jan-12,0.3175,-8.1393,1.2378,0.02981,-0.00421,0.00702,0.2975,0.3375,EURUSD_145,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.27,,57,13-Jan-12,13-Jan-12,0.32,-8.1332,1.2118,0.02974,-0.00413,0.0071,0.3,0.34,EURUSD_146,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,1,18-Nov-11,18-Nov-11,0.001,0,0.00001,0,0,0,0,0.002,EURUSD_147,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,2,19-Nov-11,19-Nov-11,0.001,0.00004,0.00021,0,0,0,0,0.002,EURUSD_148,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,3,20-Nov-11,20-Nov-11,0.00135,0.00639,0.02083,0.00002,-0.00002,0,0,0.0027,EURUSD_149,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,4,21-Nov-11,21-Nov-11,0.00775,0.11456,0.24782,0.00042,-0.00044,0,0.0005,0.015,EURUSD_150,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,5,22-Nov-11,22-Nov-11,0.0213,0.45902,0.74338,0.00163,-0.00185,-0.00001,0.0026,0.04,EURUSD_151,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,6,23-Nov-11,23-Nov-11,0.0375,1.025,1.327,0.00356,-0.00396,-0.00005,0.0075,0.0675,EURUSD_152,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,7,24-Nov-11,24-Nov-11,0.045,1.5744,1.7568,0.00548,-0.00558,-0.00012,0.0125,0.0775,EURUSD_153,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,8,25-Nov-11,25-Nov-11,0.05,2.2529,2.1678,0.00779,-0.00733,-0.00022,0.0175,0.0825,EURUSD_154,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,9,26-Nov-11,26-Nov-11,0.05,2.4229,2.254,0.00874,-0.00711,-0.0003,0.0175,0.0825,EURUSD_155,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,10,27-Nov-11,27-Nov-11,0.05,2.9083,2.4695,0.01057,-0.00784,-0.00042,0.0175,0.0825,EURUSD_156,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,11,28-Nov-11,28-Nov-11,0.0525,3.5541,2.6921,0.0128,-0.00887,-0.00059,0.0225,0.0825,EURUSD_157,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,12,29-Nov-11,29-Nov-11,0.055,4.1532,2.8396,0.01484,-0.00962,-0.00079,0.025,0.085,EURUSD_158,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,13,30-Nov-11,30-Nov-11,0.05625,4.6993,2.9282,0.01669,-0.01013,-0.00099,0.0275,0.085,EURUSD_159,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,14,01-Dec-11,01-Dec-11,0.05875,5.1903,2.9716,0.01834,-0.01046,-0.0012,0.03,0.0875,EURUSD_160,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,15,02-Dec-11,02-Dec-11,0.0625,5.6292,2.9812,0.01981,-0.01064,-0.00142,0.035,0.09,EURUSD_161,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,16,03-Dec-11,03-Dec-11,0.06375,5.7287,2.9788,0.02064,-0.01016,-0.00157,0.0375,0.09,EURUSD_162,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,17,04-Dec-11,04-Dec-11,0.07,6.0046,2.9657,0.02173,-0.01005,-0.00177,0.045,0.095,EURUSD_163,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,18,05-Dec-11,05-Dec-11,0.08,6.351,2.9327,0.02288,-0.01006,-0.002,0.055,0.105,EURUSD_164,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,19,06-Dec-11,06-Dec-11,0.09,6.6607,2.887,0.02389,-0.01002,-0.00223,0.065,0.115,EURUSD_165,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,20,07-Dec-11,07-Dec-11,0.09875,6.9345,2.832,0.02477,-0.00994,-0.00245,0.075,0.1225,EURUSD_166,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,21,08-Dec-11,08-Dec-11,0.10875,7.1764,2.7703,0.02555,-0.00981,-0.00267,0.085,0.1325,EURUSD_167,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,22,09-Dec-11,09-Dec-11,0.11875,7.3894,2.7046,0.02622,-0.00966,-0.00289,0.095,0.1425,EURUSD_168,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,23,10-Dec-11,10-Dec-11,0.12,7.4393,2.6878,0.02682,-0.0093,-0.00307,0.0975,0.1425,EURUSD_169,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,24,11-Dec-11,11-Dec-11,0.1275,7.5726,2.6386,0.02739,-0.00908,-0.00327,0.105,0.15,EURUSD_170,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,25,12-Dec-11,12-Dec-11,0.13625,7.7382,2.5691,0.02789,-0.00892,-0.00348,0.115,0.1575,EURUSD_171,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,26,13-Dec-11,13-Dec-11,0.14625,7.8815,2.4996,0.02831,-0.00874,-0.00369,0.125,0.1675,EURUSD_172,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,27,14-Dec-11,14-Dec-11,0.15625,8.007,2.4306,0.02868,-0.00856,-0.00389,0.135,0.1775,EURUSD_173,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,28,15-Dec-11,15-Dec-11,0.165,8.1165,2.3624,0.029,-0.00837,-0.00409,0.145,0.185,EURUSD_174,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,29,16-Dec-11,16-Dec-11,0.175,8.2116,2.2957,0.02927,-0.00818,-0.00428,0.155,0.195,EURUSD_175,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,30,17-Dec-11,17-Dec-11,0.1775,8.2338,2.2793,0.0297,-0.00793,-0.00445,0.1575,0.1975,EURUSD_176,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,31,18-Dec-11,18-Dec-11,0.1825,8.2924,2.2324,0.02999,-0.00773,-0.00464,0.1625,0.2025,EURUSD_177,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,32,19-Dec-11,19-Dec-11,0.1925,8.3636,2.1691,0.03017,-0.00756,-0.00482,0.1725,0.2125,EURUSD_178,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,33,20-Dec-11,20-Dec-11,0.2075,8.423,2.1095,0.03033,-0.00739,-0.005,0.1875,0.2275,EURUSD_179,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,34,21-Dec-11,21-Dec-11,0.2175,8.4738,2.0515,0.03046,-0.00722,-0.00517,0.1975,0.2375,EURUSD_180,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,35,22-Dec-11,22-Dec-11,0.225,8.5165,1.9954,0.03056,-0.00705,-0.00534,0.205,0.245,EURUSD_181,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,36,23-Dec-11,23-Dec-11,0.235,8.5519,1.9416,0.03064,-0.00689,-0.00551,0.215,0.255,EURUSD_182,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,37,24-Dec-11,24-Dec-11,0.235,8.5601,1.9283,0.03097,-0.00671,-0.00568,0.215,0.255,EURUSD_183,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,38,25-Dec-11,25-Dec-11,0.2425,8.5796,1.8934,0.03114,-0.00654,-0.00584,0.2225,0.2625,EURUSD_184,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,39,26-Dec-11,26-Dec-11,0.2475,8.5982,1.8553,0.03127,-0.00639,-0.006,0.2275,0.2675,EURUSD_185,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,40,27-Dec-11,27-Dec-11,0.255,8.6139,1.8185,0.03138,-0.00625,-0.00616,0.235,0.275,EURUSD_186,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,41,28-Dec-11,28-Dec-11,0.2625,8.6305,1.7705,0.03139,-0.00611,-0.00631,0.2425,0.2825,EURUSD_187,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,42,29-Dec-11,29-Dec-11,0.2675,8.6425,1.7246,0.03138,-0.00597,-0.00646,0.2475,0.2875,EURUSD_188,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,43,30-Dec-11,30-Dec-11,0.275,8.6507,1.6802,0.03136,-0.00584,-0.00661,0.255,0.295,EURUSD_189,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,44,31-Dec-11,31-Dec-11,0.2775,8.6526,1.6689,0.03162,-0.00571,-0.00677,0.2575,0.2975,EURUSD_190,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,45,01-Jan-12,01-Jan-12,0.2825,8.6556,1.6406,0.03171,-0.00559,-0.00692,0.2625,0.3025,EURUSD_191,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,46,02-Jan-12,02-Jan-12,0.2875,8.6571,1.6093,0.03176,-0.00547,-0.00706,0.2675,0.3075,EURUSD_192,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,47,03-Jan-12,03-Jan-12,0.295,8.6564,1.5691,0.03171,-0.00535,-0.0072,0.275,0.315,EURUSD_193,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,48,04-Jan-12,04-Jan-12,0.3,8.653,1.5303,0.03164,-0.00524,-0.00733,0.28,0.32,EURUSD_194,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,49,05-Jan-12,05-Jan-12,0.3075,8.647,1.4929,0.03157,-0.00513,-0.00746,0.2875,0.3275,EURUSD_195,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,50,06-Jan-12,06-Jan-12,0.315,8.6387,1.4567,0.0315,-0.00503,-0.00759,0.295,0.335,EURUSD_196,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,51,07-Jan-12,07-Jan-12,0.3325,8.6367,1.4476,0.03171,-0.00493,-0.00774,0.3125,0.3525,EURUSD_197,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,52,08-Jan-12,08-Jan-12,0.32,8.6294,1.4227,0.03173,-0.00483,-0.00788,0.3,0.34,EURUSD_198,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,53,09-Jan-12,09-Jan-12,0.3275,8.6173,1.3891,0.03164,-0.00473,-0.008,0.3075,0.3475,EURUSD_199,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,54,10-Jan-12,10-Jan-12,0.335,8.6035,1.3566,0.03154,-0.00464,-0.00812,0.315,0.355,EURUSD_200,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,55,11-Jan-12,11-Jan-12,0.3425,8.5883,1.3253,0.03144,-0.00455,-0.00823,0.3225,0.3625,EURUSD_201,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,56,12-Jan-12,12-Jan-12,0.3475,8.5716,1.2951,0.03134,-0.00446,-0.00835,0.3275,0.3675,EURUSD_202,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.425,,57,13-Jan-12,13-Jan-12,0.355,8.5538,1.2661,0.03123,-0.00438,-0.00846,0.335,0.375,EURUSD_203,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,1,18-Nov-11,18-Nov-11,0.001,0,0,0,0,0,0,0.002,EURUSD_204,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,2,19-Nov-11,19-Nov-11,0.001,0,0.00001,0,0,0,0,0.002,EURUSD_205,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,3,20-Nov-11,20-Nov-11,0.001,0.00057,0.0021,0,0,0,0,0.002,EURUSD_206,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,4,21-Nov-11,21-Nov-11,0.0038,0.02315,0.05626,0.0001,-0.00008,0,0.0001,0.0075,EURUSD_207,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,5,22-Nov-11,22-Nov-11,0.0091,0.13887,0.2527,0.00055,-0.00056,0,0.0007,0.0175,EURUSD_208,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,6,23-Nov-11,23-Nov-11,0.02,0.39472,0.57415,0.00154,-0.00158,-0.00002,0.0025,0.0375,EURUSD_209,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,7,24-Nov-11,24-Nov-11,0.03,0.69238,0.86797,0.00271,-0.00259,-0.00005,0.005,0.055,EURUSD_210,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,8,25-Nov-11,25-Nov-11,0.04,1.1105,1.2004,0.00431,-0.00387,-0.00011,0.01,0.07,EURUSD_211,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,9,26-Nov-11,26-Nov-11,0.04,1.2229,1.278,0.00496,-0.00388,-0.00015,0.01,0.07,EURUSD_212,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,10,27-Nov-11,27-Nov-11,0.045,1.5592,1.4872,0.00636,-0.00457,-0.00023,0.015,0.075,EURUSD_213,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,11,28-Nov-11,28-Nov-11,0.04625,2.0396,1.7353,0.00825,-0.00557,-0.00035,0.0175,0.075,EURUSD_214,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,12,29-Nov-11,29-Nov-11,0.0475,2.5176,1.9333,0.01011,-0.00641,-0.00049,0.0175,0.0775,EURUSD_215,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,13,30-Nov-11,30-Nov-11,0.04875,2.9798,2.0853,0.01189,-0.00709,-0.00064,0.02,0.0775,EURUSD_216,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,14,01-Dec-11,01-Dec-11,0.05,3.417,2.197,0.01356,-0.00762,-0.00081,0.0225,0.0775,EURUSD_217,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,15,02-Dec-11,02-Dec-11,0.0525,3.8261,2.2754,0.01512,-0.00802,-0.00099,0.025,0.08,EURUSD_218,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,16,03-Dec-11,03-Dec-11,0.05125,3.9217,2.2897,0.01587,-0.00772,-0.00111,0.025,0.0775,EURUSD_219,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,17,04-Dec-11,04-Dec-11,0.0525,4.1909,2.3241,0.01704,-0.00779,-0.00128,0.0275,0.0775,EURUSD_220,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,18,05-Dec-11,05-Dec-11,0.055,4.5397,2.3535,0.01836,-0.008,-0.00148,0.03,0.08,EURUSD_221,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,19,06-Dec-11,06-Dec-11,0.05625,4.8624,2.3661,0.01958,-0.00815,-0.00168,0.0325,0.08,EURUSD_222,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,20,07-Dec-11,07-Dec-11,0.06125,5.1572,2.3645,0.02069,-0.00824,-0.00189,0.0375,0.085,EURUSD_223,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,21,08-Dec-11,08-Dec-11,0.07,5.4264,2.3517,0.02169,-0.00827,-0.00209,0.0475,0.0925,EURUSD_224,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,22,09-Dec-11,09-Dec-11,0.0775,5.6712,2.3302,0.0226,-0.00827,-0.0023,0.055,0.1,EURUSD_225,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,23,10-Dec-11,10-Dec-11,0.08,5.7295,2.3239,0.02319,-0.008,-0.00245,0.0575,0.1025,EURUSD_226,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,24,11-Dec-11,11-Dec-11,0.085,5.8881,2.3032,0.02391,-0.00789,-0.00264,0.0625,0.1075,EURUSD_227,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,25,12-Dec-11,12-Dec-11,0.09375,6.0906,2.2701,0.02465,-0.00784,-0.00284,0.0725,0.115,EURUSD_228,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,26,13-Dec-11,13-Dec-11,0.10125,6.2722,2.2332,0.0253,-0.00778,-0.00305,0.08,0.1225,EURUSD_229,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,27,14-Dec-11,14-Dec-11,0.11,6.4366,2.1935,0.02589,-0.0077,-0.00325,0.09,0.13,EURUSD_230,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,28,15-Dec-11,15-Dec-11,0.11875,6.5856,2.1518,0.02642,-0.0076,-0.00345,0.0975,0.14,EURUSD_231,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,29,16-Dec-11,16-Dec-11,0.12625,6.7197,2.109,0.02689,-0.00749,-0.00364,0.105,0.1475,EURUSD_232,1
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,30,17-Dec-11,17-Dec-11,0.1275,6.7516,2.0982,0.02735,-0.00728,-0.0038,0.1075,0.1475,EURUSD_233,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,31,18-Dec-11,18-Dec-11,0.135,6.8382,2.0667,0.02777,-0.00714,-0.00398,0.115,0.155,EURUSD_234,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,32,19-Dec-11,19-Dec-11,0.1425,6.9475,2.0229,0.02814,-0.00703,-0.00417,0.1225,0.1625,EURUSD_235,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,33,20-Dec-11,20-Dec-11,0.15,7.0433,1.9803,0.02847,-0.00692,-0.00436,0.13,0.17,EURUSD_236,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,34,21-Dec-11,21-Dec-11,0.1575,7.1298,1.9379,0.02877,-0.0068,-0.00454,0.1375,0.1775,EURUSD_237,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,35,22-Dec-11,22-Dec-11,0.165,7.2073,1.8958,0.02903,-0.00668,-0.00472,0.145,0.185,EURUSD_238,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,36,23-Dec-11,23-Dec-11,0.1725,7.2764,1.8547,0.02927,-0.00656,-0.00489,0.1525,0.1925,EURUSD_239,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,37,24-Dec-11,24-Dec-11,0.175,7.293,1.8444,0.02962,-0.0064,-0.00505,0.155,0.195,EURUSD_240,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,38,25-Dec-11,25-Dec-11,0.1775,7.3344,1.8172,0.02989,-0.00627,-0.00522,0.1575,0.1975,EURUSD_241,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,39,26-Dec-11,26-Dec-11,0.185,7.3772,1.7872,0.03012,-0.00615,-0.00538,0.165,0.205,EURUSD_242,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,40,27-Dec-11,27-Dec-11,0.19,7.4163,1.7578,0.03033,-0.00603,-0.00555,0.17,0.21,EURUSD_243,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,41,28-Dec-11,28-Dec-11,0.195,7.4635,1.719,0.03047,-0.00592,-0.00571,0.175,0.215,EURUSD_244,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,42,29-Dec-11,29-Dec-11,0.2025,7.5051,1.6815,0.03059,-0.00581,-0.00587,0.1825,0.2225,EURUSD_245,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,43,30-Dec-11,30-Dec-11,0.21,7.5419,1.6446,0.03069,-0.00571,-0.00603,0.19,0.23,EURUSD_246,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,44,31-Dec-11,31-Dec-11,0.21,7.5511,1.6353,0.03098,-0.00559,-0.00618,0.19,0.23,EURUSD_247,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,45,01-Jan-12,01-Jan-12,0.215,7.5724,1.6116,0.03115,-0.00548,-0.00634,0.195,0.235,EURUSD_248,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,46,02-Jan-12,02-Jan-12,0.22,7.5943,1.5851,0.03128,-0.00538,-0.00649,0.2,0.24,EURUSD_249,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,47,03-Jan-12,03-Jan-12,0.225,7.6198,1.5509,0.03134,-0.00528,-0.00664,0.205,0.245,EURUSD_250,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,48,04-Jan-12,04-Jan-12,0.2325,7.6417,1.5175,0.03137,-0.00519,-0.00679,0.2125,0.2525,EURUSD_251,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,49,05-Jan-12,05-Jan-12,0.245,7.6603,1.4851,0.0314,-0.0051,-0.00693,0.225,0.265,EURUSD_252,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,50,06-Jan-12,06-Jan-12,0.2525,7.6759,1.4534,0.03142,-0.00501,-0.00707,0.2325,0.2725,EURUSD_253,0
17-Nov-11,EURUSD,EUR,USD,OT,,1.3468,,1.435,,51,07-Jan-12,07-Jan-12,0.2525,7.6798,1.4455,0.03165,-0.00491,-0.00722,0.2325,0.2725,EURUSD_254,0
