Valuation Date,Term Structure,Base Currency,Term Currency,Option Class,Call/Put,Spot,Strike Price,Barrier1,Barrier2,Days,Expiry Date,Delivery Date,Price Mid,Delta,Gamma,Vega,Theta,Rho,Market Vol Bid,Market Vol Ask,Price Bid,Price Offer,ID,mini
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,112,,,120,30-Mar-12,30-Mar-12,0.85875,2.9221,-0.31096,-0.01501,0.00103,-0.01189,0,0,0.84,0.8775,GBPJPY_1168,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,113,,,120,30-Mar-12,30-Mar-12,0.84,3.2227,-0.30254,-0.01461,0.00101,-0.01276,0,0,0.8225,0.8575,GBPJPY_1169,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,114,,,120,30-Mar-12,30-Mar-12,0.82125,3.5123,-0.28607,-0.01381,0.00097,-0.01358,0,0,0.8025,0.84,GBPJPY_1170,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,115,,,120,30-Mar-12,30-Mar-12,0.7975,3.7839,-0.26158,-0.01263,0.00091,-0.01434,0,0,0.78,0.815,GBPJPY_1171,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,116,,,120,30-Mar-12,30-Mar-12,0.7725,4.0309,-0.22943,-0.01108,0.00082,-0.01502,0,0,0.755,0.79,GBPJPY_1172,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117,,,120,30-Mar-12,30-Mar-12,0.745,4.2471,-0.19032,-0.00919,0.00071,-0.01559,0,0,0.7275,0.7625,GBPJPY_1173,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118,,,120,30-Mar-12,30-Mar-12,0.71375,4.4272,-0.14524,-0.00701,0.00058,-0.01605,0,0,0.695,0.7325,GBPJPY_1174,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119,,,120,30-Mar-12,30-Mar-12,0.68,4.5671,-0.09547,-0.00461,0.00044,-0.01637,0,0,0.6625,0.6975,GBPJPY_1175,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120,,,120,30-Mar-12,30-Mar-12,0.6425,4.6636,-0.04244,-0.00205,0.00028,-0.01656,0,0,0.625,0.66,GBPJPY_1176,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121,,,120,30-Mar-12,30-Mar-12,0.5875,4.7152,0.01228,0.00059,0.00012,-0.0166,0,0,0.57,0.605,GBPJPY_1177,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122,,,120,30-Mar-12,30-Mar-12,0.545,4.7214,0.0671,0.00324,-0.00004,-0.0165,0,0,0.5275,0.5625,GBPJPY_1178,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123,,,120,30-Mar-12,30-Mar-12,0.50125,4.6831,0.12048,0.00582,-0.0002,-0.01626,0,0,0.4825,0.52,GBPJPY_1179,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124,,,120,30-Mar-12,30-Mar-12,0.455,4.6025,0.17097,0.00825,-0.00036,-0.01588,0,0,0.4375,0.4725,GBPJPY_1180,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,125,,,120,30-Mar-12,30-Mar-12,0.4075,4.4828,0.21731,0.01049,-0.0005,-0.01539,0,0,0.39,0.425,GBPJPY_1181,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,126,,,120,30-Mar-12,30-Mar-12,0.36,4.328,0.25845,0.01248,-0.00063,-0.01479,0,0,0.3425,0.3775,GBPJPY_1182,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,127,,,120,30-Mar-12,30-Mar-12,0.315,4.1429,0.29359,0.01417,-0.00074,-0.0141,0,0,0.2975,0.3325,GBPJPY_1183,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,128,,,120,30-Mar-12,30-Mar-12,0.26625,3.9327,0.3222,0.01556,-0.00083,-0.01333,0,0,0.2475,0.285,GBPJPY_1184,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,129,,,120,30-Mar-12,30-Mar-12,0.22625,3.7028,0.344,0.01661,-0.0009,-0.01251,0,0,0.2075,0.245,GBPJPY_1185,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,130,,,120,30-Mar-12,30-Mar-12,0.19125,3.4586,0.35899,0.01733,-0.00096,-0.01165,0,0,0.1725,0.21,GBPJPY_1186,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,131,,,120,30-Mar-12,30-Mar-12,0.16125,3.2054,0.36735,0.01774,-0.00099,-0.01077,0,0,0.1425,0.18,GBPJPY_1187,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,132,,,120,30-Mar-12,30-Mar-12,0.13375,2.9482,0.36951,0.01784,-0.001,-0.00988,0,0,0.115,0.1525,GBPJPY_1188,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,133,,,120,30-Mar-12,30-Mar-12,0.11125,2.6916,0.366,0.01767,-0.001,-0.009,0,0,0.0925,0.13,GBPJPY_1189,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,114,,120,30-Mar-12,30-Mar-12,0.38625,-7.0224,0.5736,0.0291,-0.0019,0.01136,0,0,0.365,0.4075,GBPJPY_1190,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,115,,120,30-Mar-12,30-Mar-12,0.42625,-7.567,0.52491,0.02703,-0.00177,0.01104,0,0,0.405,0.4475,GBPJPY_1191,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,116,,120,30-Mar-12,30-Mar-12,0.49375,-8.0625,0.46088,0.02424,-0.00159,0.01031,0,0,0.4725,0.515,GBPJPY_1192,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,117,,120,30-Mar-12,30-Mar-12,0.56875,-8.4968,0.3829,0.02082,-0.00137,0.00913,0,0,0.5475,0.59,GBPJPY_1193,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,118,,120,30-Mar-12,30-Mar-12,0.65125,-8.8591,0.29296,0.01687,-0.00111,0.00746,0,0,0.63,0.6725,GBPJPY_1194,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,119,,120,30-Mar-12,30-Mar-12,0.74,-9.141,0.19358,0.01249,-0.00082,0.00526,0,0,0.72,0.76,GBPJPY_1195,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,120,,120,30-Mar-12,30-Mar-12,0.8275,-9.3365,0.08763,0.00784,-0.00051,0.00252,0,0,0.8075,0.8475,GBPJPY_1196,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,121,,120,30-Mar-12,30-Mar-12,0.915,-9.442,-0.02177,0.00306,-0.00019,-0.00077,0,0,0.895,0.935,GBPJPY_1197,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,122,,120,30-Mar-12,30-Mar-12,0.955,9.4305,0.13119,0.00209,-0.00009,-0.00435,0,0,0.935,0.975,GBPJPY_1198,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,123,,120,30-Mar-12,30-Mar-12,0.93125,9.3563,0.23801,0.00775,-0.00041,-0.00726,0,0,0.91,0.9525,GBPJPY_1199,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,124,,120,30-Mar-12,30-Mar-12,0.85125,9.1974,0.33912,0.01309,-0.00072,-0.0096,0,0,0.83,0.8725,GBPJPY_1200,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,125,,120,30-Mar-12,30-Mar-12,0.77625,8.9601,0.43198,0.01799,-0.001,-0.01142,0,0,0.755,0.7975,GBPJPY_1201,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,126,,120,30-Mar-12,30-Mar-12,0.69875,8.6526,0.51447,0.02234,-0.00126,-0.01274,0,0,0.6775,0.72,GBPJPY_1202,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,127,,120,30-Mar-12,30-Mar-12,0.62125,8.2842,0.585,0.02608,-0.00148,-0.01362,0,0,0.6,0.6425,GBPJPY_1203,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,128,,120,30-Mar-12,30-Mar-12,0.54625,7.8653,0.64249,0.02916,-0.00166,-0.0141,0,0,0.525,0.5675,GBPJPY_1204,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,129,,120,30-Mar-12,30-Mar-12,0.47625,7.4068,0.68638,0.03154,-0.00181,-0.01424,0,0,0.455,0.4975,GBPJPY_1205,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,130,,120,30-Mar-12,30-Mar-12,0.40375,6.9196,0.71663,0.03324,-0.00191,-0.0141,0,0,0.3825,0.425,GBPJPY_1206,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,131,,120,30-Mar-12,30-Mar-12,0.34125,6.4142,0.73365,0.03426,-0.00198,-0.01371,0,0,0.32,0.3625,GBPJPY_1207,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,132,,120,30-Mar-12,30-Mar-12,0.28375,5.9006,0.73822,0.03466,-0.00201,-0.01314,0,0,0.2625,0.305,GBPJPY_1208,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,133,,120,30-Mar-12,30-Mar-12,0.23625,5.388,0.73145,0.03449,-0.002,-0.01242,0,0,0.215,0.2575,GBPJPY_1209,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,134,,120,30-Mar-12,30-Mar-12,0.20125,4.8842,0.71469,0.03381,-0.00197,-0.0116,0,0,0.18,0.2225,GBPJPY_1210,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,135,,120,30-Mar-12,30-Mar-12,0.16625,4.3963,0.6894,0.03271,-0.00191,-0.01071,0,0,0.145,0.1875,GBPJPY_1211,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,114,,120,30-Mar-12,30-Mar-12,0.61125,7.0224,-0.5736,-0.0291,0.00192,-0.01452,0,0,0.59,0.6325,GBPJPY_1212,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,115,,120,30-Mar-12,30-Mar-12,0.57125,7.567,-0.52491,-0.02703,0.00179,-0.0142,0,0,0.55,0.5925,GBPJPY_1213,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,116,,120,30-Mar-12,30-Mar-12,0.50375,8.0625,-0.46088,-0.02424,0.00162,-0.01347,0,0,0.4825,0.525,GBPJPY_1214,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,117,,120,30-Mar-12,30-Mar-12,0.42875,8.4968,-0.3829,-0.02082,0.0014,-0.01229,0,0,0.4075,0.45,GBPJPY_1215,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,118,,120,30-Mar-12,30-Mar-12,0.34625,8.8591,-0.29296,-0.01687,0.00114,-0.01062,0,0,0.325,0.3675,GBPJPY_1216,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,119,,120,30-Mar-12,30-Mar-12,0.25625,9.141,-0.19358,-0.01249,0.00085,-0.00842,0,0,0.235,0.2775,GBPJPY_1217,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,120,,120,30-Mar-12,30-Mar-12,0.17,9.3365,-0.08763,-0.00784,0.00054,-0.00568,0,0,0.15,0.19,GBPJPY_1218,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,121,,120,30-Mar-12,30-Mar-12,0.0825,9.442,0.02177,-0.00306,0.00021,-0.00239,0,0,0.0625,0.1025,GBPJPY_1219,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,122,,120,30-Mar-12,30-Mar-12,0.0375,-9.4305,-0.13119,-0.00209,0.00012,0.00119,0,0,0.0175,0.0575,GBPJPY_1220,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,123,,120,30-Mar-12,30-Mar-12,0.065,-9.3563,-0.23801,-0.00775,0.00044,0.0041,0,0,0.045,0.085,GBPJPY_1221,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,124,,120,30-Mar-12,30-Mar-12,0.145,-9.1974,-0.33912,-0.01309,0.00074,0.00644,0,0,0.125,0.165,GBPJPY_1222,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,125,,120,30-Mar-12,30-Mar-12,0.22125,-8.9601,-0.43198,-0.01799,0.00103,0.00826,0,0,0.2,0.2425,GBPJPY_1223,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,126,,120,30-Mar-12,30-Mar-12,0.29875,-8.6526,-0.51447,-0.02234,0.00128,0.00958,0,0,0.2775,0.32,GBPJPY_1224,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,127,,120,30-Mar-12,30-Mar-12,0.37625,-8.2842,-0.585,-0.02608,0.0015,0.01046,0,0,0.355,0.3975,GBPJPY_1225,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,128,,120,30-Mar-12,30-Mar-12,0.45125,-7.8653,-0.64249,-0.02916,0.00169,0.01094,0,0,0.43,0.4725,GBPJPY_1226,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,129,,120,30-Mar-12,30-Mar-12,0.52125,-7.4068,-0.68638,-0.03154,0.00183,0.01108,0,0,0.5,0.5425,GBPJPY_1227,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,130,,120,30-Mar-12,30-Mar-12,0.59375,-6.9196,-0.71663,-0.03324,0.00194,0.01094,0,0,0.5725,0.615,GBPJPY_1228,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,131,,120,30-Mar-12,30-Mar-12,0.65625,-6.4142,-0.73365,-0.03426,0.002,0.01055,0,0,0.635,0.6775,GBPJPY_1229,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,132,,120,30-Mar-12,30-Mar-12,0.71375,-5.9006,-0.73822,-0.03466,0.00203,0.00998,0,0,0.6925,0.735,GBPJPY_1230,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,133,,120,30-Mar-12,30-Mar-12,0.76125,-5.388,-0.73145,-0.03449,0.00203,0.00926,0,0,0.74,0.7825,GBPJPY_1231,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,134,,120,30-Mar-12,30-Mar-12,0.79625,-4.8842,-0.71469,-0.03381,0.00199,0.00844,0,0,0.775,0.8175,GBPJPY_1232,1
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,135,,120,30-Mar-12,30-Mar-12,0.83125,-4.3963,-0.6894,-0.03271,0.00193,0.00756,0,0,0.81,0.8525,GBPJPY_1233,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,121,125,120,30-Mar-12,30-Mar-12,0.00075,0,0,0,0,0,0,0,0,0.0015,GBPJPY_1234,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,120,125.2,120,30-Mar-12,30-Mar-12,0.00075,0,0,0,0,0,0,0,0,0.0015,GBPJPY_1235,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,119,125.4,120,30-Mar-12,30-Mar-12,0.00075,0.00006,-0.00013,-0.00001,0,0,0,0,0,0.0015,GBPJPY_1236,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,118,125.6,120,30-Mar-12,30-Mar-12,0.00385,0.00033,-0.00404,-0.0002,0.00001,0,0,0,0.0002,0.0075,GBPJPY_1237,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,117,125.8,120,30-Mar-12,30-Mar-12,0.0258,-0.0081,-0.03063,-0.00148,0.00009,0,0,0,0.0016,0.05,GBPJPY_1238,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,116,126,120,30-Mar-12,30-Mar-12,0.03875,-0.06684,-0.10756,-0.00516,0.00032,0,0,0,0.0125,0.065,GBPJPY_1239,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,115,126.2,120,30-Mar-12,30-Mar-12,0.07375,-0.24004,-0.2415,-0.01156,0.00072,0.00002,0,0,0.0475,0.1,GBPJPY_1240,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,114,126.4,120,30-Mar-12,30-Mar-12,0.11125,-0.56937,-0.41162,-0.01964,0.00122,0.00012,0,0,0.085,0.1375,GBPJPY_1241,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,113,126.6,120,30-Mar-12,30-Mar-12,0.14625,-1.051,-0.58741,-0.02795,0.00173,0.00033,0,0,0.12,0.1725,GBPJPY_1242,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,112,126.8,120,30-Mar-12,30-Mar-12,0.18125,-1.6462,-0.74453,-0.03533,0.00218,0.00068,0,0,0.155,0.2075,GBPJPY_1243,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,111,127,120,30-Mar-12,30-Mar-12,0.21125,-2.3034,-0.86985,-0.04116,0.00253,0.00119,0,0,0.185,0.2375,GBPJPY_1244,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,110,127.2,120,30-Mar-12,30-Mar-12,0.24375,-2.9744,-0.95971,-0.0453,0.00277,0.00184,0,0,0.2175,0.27,GBPJPY_1245,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,109,127.4,120,30-Mar-12,30-Mar-12,0.27125,-3.622,-1.0163,-0.04787,0.00292,0.0026,0,0,0.245,0.2975,GBPJPY_1246,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,108,127.6,120,30-Mar-12,30-Mar-12,0.30125,-4.2211,-1.0447,-0.0491,0.00299,0.00346,0,0,0.275,0.3275,GBPJPY_1247,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,107,127.8,120,30-Mar-12,30-Mar-12,0.32875,-4.7574,-1.0508,-0.04929,0.00299,0.00435,0,0,0.3025,0.355,GBPJPY_1248,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,106,128,120,30-Mar-12,30-Mar-12,0.35375,-5.2244,-1.0401,-0.04871,0.00294,0.00526,0,0,0.3275,0.38,GBPJPY_1249,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,105,128.2,120,30-Mar-12,30-Mar-12,0.37875,-5.621,-1.0179,-0.04759,0.00286,0.00614,0,0,0.3525,0.405,GBPJPY_1250,1
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,104,128.4,120,30-Mar-12,30-Mar-12,0.40125,-5.9492,-0.98837,-0.04615,0.00277,0.00697,0,0,0.375,0.4275,GBPJPY_1251,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,112,,,180,29-May-12,29-May-12,0.8275,2.7694,-0.17948,-0.01325,0.00066,-0.01701,0,0,0.81,0.845,GBPJPY_1252,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,113,,,180,29-May-12,29-May-12,0.81125,2.9493,-0.16742,-0.01236,0.00063,-0.01776,0,0,0.7925,0.83,GBPJPY_1253,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,114,,,180,29-May-12,29-May-12,0.7925,3.117,-0.15211,-0.01123,0.00058,-0.01843,0,0,0.775,0.81,GBPJPY_1254,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,115,,,180,29-May-12,29-May-12,0.77125,3.27,-0.13375,-0.00988,0.00053,-0.01903,0,0,0.7525,0.79,GBPJPY_1255,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,116,,,180,29-May-12,29-May-12,0.75,3.4057,-0.11263,-0.00832,0.00047,-0.01955,0,0,0.7325,0.7675,GBPJPY_1256,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,117,,,180,29-May-12,29-May-12,0.725,3.5222,-0.08914,-0.00658,0.0004,-0.01996,0,0,0.7075,0.7425,GBPJPY_1257,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118,,,180,29-May-12,29-May-12,0.7,3.6178,-0.06372,-0.00471,0.00032,-0.02028,0,0,0.6825,0.7175,GBPJPY_1258,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119,,,180,29-May-12,29-May-12,0.67,3.6912,-0.03684,-0.00272,0.00024,-0.02048,0,0,0.6525,0.6875,GBPJPY_1259,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120,,,180,29-May-12,29-May-12,0.64,3.7416,-0.00902,-0.00067,0.00016,-0.02058,0,0,0.6225,0.6575,GBPJPY_1260,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121,,,180,29-May-12,29-May-12,0.5875,3.7686,0.01919,0.00142,0.00007,-0.02056,0,0,0.57,0.605,GBPJPY_1261,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122,,,180,29-May-12,29-May-12,0.555,3.7722,0.04729,0.00349,-0.00002,-0.02043,0,0,0.5375,0.5725,GBPJPY_1262,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123,,,180,29-May-12,29-May-12,0.51875,3.7531,0.07476,0.00552,-0.0001,-0.02019,0,0,0.5,0.5375,GBPJPY_1263,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124,,,180,29-May-12,29-May-12,0.4825,3.7121,0.10112,0.00747,-0.00019,-0.01985,0,0,0.465,0.5,GBPJPY_1264,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,125,,,180,29-May-12,29-May-12,0.44375,3.6504,0.12596,0.0093,-0.00027,-0.01941,0,0,0.425,0.4625,GBPJPY_1265,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,126,,,180,29-May-12,29-May-12,0.405,3.5695,0.14889,0.01099,-0.00034,-0.01889,0,0,0.3875,0.4225,GBPJPY_1266,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,127,,,180,29-May-12,29-May-12,0.36625,3.4713,0.16961,0.01252,-0.00041,-0.01828,0,0,0.3475,0.385,GBPJPY_1267,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,128,,,180,29-May-12,29-May-12,0.32875,3.3577,0.18788,0.01387,-0.00047,-0.01761,0,0,0.31,0.3475,GBPJPY_1268,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,129,,,180,29-May-12,29-May-12,0.2875,3.2309,0.20352,0.01503,-0.00052,-0.01688,0,0,0.27,0.305,GBPJPY_1269,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,130,,,180,29-May-12,29-May-12,0.2525,3.093,0.21644,0.01598,-0.00057,-0.0161,0,0,0.235,0.27,GBPJPY_1270,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,131,,,180,29-May-12,29-May-12,0.22125,2.9463,0.22659,0.01673,-0.0006,-0.01529,0,0,0.2025,0.24,GBPJPY_1271,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,132,,,180,29-May-12,29-May-12,0.19125,2.7928,0.23399,0.01728,-0.00063,-0.01445,0,0,0.1725,0.21,GBPJPY_1272,1
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,133,,,180,29-May-12,29-May-12,0.16625,2.6347,0.23873,0.01763,-0.00065,-0.01359,0,0,0.1475,0.185,GBPJPY_1273,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,114,,180,29-May-12,29-May-12,0.455,-6.2427,0.30613,0.02479,-0.00111,0.01248,0,0,0.4325,0.4775,GBPJPY_1274,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,115,,180,29-May-12,29-May-12,0.50625,-6.5505,0.26955,0.0224,-0.00101,0.01155,0,0,0.485,0.5275,GBPJPY_1275,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,116,,180,29-May-12,29-May-12,0.57125,-6.8239,0.22746,0.01963,-0.00088,0.01025,0,0,0.55,0.5925,GBPJPY_1276,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,117,,180,29-May-12,29-May-12,0.6425,-7.059,0.18059,0.01654,-0.00074,0.00856,0,0,0.6225,0.6625,GBPJPY_1277,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,118,,180,29-May-12,29-May-12,0.71125,-7.2523,0.12983,0.01319,-0.00059,0.00645,0,0,0.69,0.7325,GBPJPY_1278,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,119,,180,29-May-12,29-May-12,0.78,-7.4013,0.07613,0.00966,-0.00043,0.00393,0,0,0.76,0.8,GBPJPY_1279,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,120,,180,29-May-12,29-May-12,0.84875,-7.5043,0.02054,0.00601,-0.00026,0.00098,0,0,0.8275,0.87,GBPJPY_1280,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,121,,180,29-May-12,29-May-12,0.92,-7.5605,-0.03588,0.00233,-0.00008,-0.00239,0,0,0.9,0.94,GBPJPY_1281,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,122,,180,29-May-12,29-May-12,0.955,7.5205,0.09162,0.00167,-0.00003,-0.00591,0,0,0.935,0.975,GBPJPY_1282,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,123,,180,29-May-12,29-May-12,0.93875,7.4845,0.1466,0.00622,-0.0002,-0.00876,0,0,0.9175,0.96,GBPJPY_1283,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,124,,180,29-May-12,29-May-12,0.90125,7.4046,0.1994,0.01056,-0.00037,-0.01116,0,0,0.88,0.9225,GBPJPY_1284,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,125,,180,29-May-12,29-May-12,0.83625,7.2832,0.24916,0.01466,-0.00053,-0.01314,0,0,0.815,0.8575,GBPJPY_1285,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,126,,180,29-May-12,29-May-12,0.77375,7.1236,0.29514,0.01843,-0.00068,-0.01472,0,0,0.7525,0.795,GBPJPY_1286,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,127,,180,29-May-12,29-May-12,0.70875,6.9291,0.33671,0.02186,-0.00081,-0.01593,0,0,0.6875,0.73,GBPJPY_1287,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,128,,180,29-May-12,29-May-12,0.64375,6.7038,0.3734,0.02489,-0.00093,-0.0168,0,0,0.6225,0.665,GBPJPY_1288,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,129,,180,29-May-12,29-May-12,0.5775,6.4518,0.40484,0.0275,-0.00104,-0.01736,0,0,0.555,0.6,GBPJPY_1289,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,130,,180,29-May-12,29-May-12,0.51625,6.1776,0.43083,0.02969,-0.00113,-0.01764,0,0,0.495,0.5375,GBPJPY_1290,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,131,,180,29-May-12,29-May-12,0.45875,5.8855,0.4513,0.03145,-0.0012,-0.01768,0,0,0.4375,0.48,GBPJPY_1291,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,132,,180,29-May-12,29-May-12,0.39875,5.5799,0.46628,0.03277,-0.00126,-0.0175,0,0,0.3775,0.42,GBPJPY_1292,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,133,,180,29-May-12,29-May-12,0.355,5.265,0.47594,0.03368,-0.0013,-0.01715,0,0,0.3325,0.3775,GBPJPY_1293,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,134,,180,29-May-12,29-May-12,0.3025,4.9447,0.48051,0.0342,-0.00132,-0.01664,0,0,0.28,0.325,GBPJPY_1294,0
